Location ID,Location,Value,Rank,Anomaly (1901-2000 base period),1901-2000 Mean
IN-051,Gibson County,56.1583,97,1.1182,55
IN-053,Grant County,51.5,96,1.0789,50.4
IN-055,Greene County,54.275,107,1.7271,52.5
IN-057,Hamilton County,51.7167,89,0.9361,50.8
IN-059,Hancock County,52.5667,98,1.2614,51.3
IN-061,Harrison County,56.6167,119,2.0083,54.6
IN-063,Hendricks County,51.7417,89,0.798,50.9
IN-065,Henry County,52,104,1.6087,50.4
IN-067,Howard County,50.775,81,0.5952,50.2
IN-069,Huntington County,50.65,87,0.8113,49.8
IN-071,Jackson County,54.6917,102,1.4093,53.3
IN-073,Jasper County,49.9083,77,0.5311,49.4
IN-075,Jay County,51.4417,102,1.4723,50
IN-077,Jefferson County,55.7083,120,2.1414,53.6
IN-079,Jennings County,54.7917,104,1.5389,53.3
IN-081,Johnson County,52.9917,94,1.1469,51.8
IN-083,Knox County,55.5333,100,1.3763,54.2
IN-085,Kosciusko County,49.6167,91,0.9192,48.7
IN-087,LaGrange County,48.8667,90,0.8313,48
IN-089,Lake County,49.5417,74,0.4566,49.1
IN-091,LaPorte County,49.0917,75,0.4255,48.7
IN-093,Lawrence County,54.1333,96,1.2724,52.9
IN-095,Madison County,52.4583,106,1.6191,50.8
IN-097,Marion County,52.4,88,0.8633,51.5
IN-099,Marshall County,49.425,91,1.0769,48.3
IN-101,Martin County,54.825,109,1.6121,53.2
IN-103,Miami County,50.575,83,0.6558,49.9
IN-105,Monroe County,53.1833,96,1.1389,52
IN-107,Montgomery County,51.175,88,0.7858,50.4
IN-109,Morgan County,52.75,92,0.8993,51.9
IN-111,Newton County,50.2917,86,0.7313,49.6
IN-113,Noble County,49.2333,88,0.8886,48.3
IN-115,Ohio County,55.8667,123,2.5407,53.3
IN-117,Orange County,54.7917,99,1.2421,53.5
IN-119,Owen County,53.3833,98,1.3781,52
IN-121,Parke County,51.625,61,0.0338,51.6
IN-123,Perry County,55.6333,77,0.3237,55.3
IN-125,Pike County,55.75,102,1.3696,54.4
IN-127,Porter County,49.2667,77,0.4657,48.8
IN-129,Posey County,56.4583,78,0.4165,56
IN-131,Pulaski County,49.825,87,0.7464,49.1
IN-133,Putnam County,51.7667,82,0.5236,51.2
IN-135,Randolph County,51.6333,109,1.7483,49.9
IN-137,Ripley County,54.125,111,1.6946,52.4
IN-139,Rush County,52.6917,99,1.318,51.4
IN-141,St. Joseph County,48.9833,86,0.7488,48.2
IN-143,Scott County,55.7417,118,2.0126,53.7
IN-145,Shelby County,53.4333,98,1.2827,52.2
IN-147,Spencer County,56.2833,83,0.6213,55.7
IN-149,Starke County,49.575,86,0.8243,48.8
IN-151,Steuben County,48.375,86,0.6762,47.7
IN-153,Sullivan County,54.825,106,1.7556,53.1
IN-155,Switzerland County,56.225,123,2.6536,53.6
IN-157,Tippecanoe County,50.925,78,0.558,50.4
IN-159,Tipton County,51.1667,85,0.8971,50.3
IN-161,Union County,52.5917,102,1.483,51.1
IN-163,Vanderburgh County,56.775,88,0.8948,55.9
IN-165,Vermillion County,51.9167,61,0.1159,51.8
IN-167,Vigo County,53.8083,97,1.2982,52.5
IN-169,Wabash County,50.6167,85,0.6873,49.9
IN-171,Warren County,50.8417,71,0.2981,50.5
IN-173,Warrick County,56.4583,98,1.1345,55.3
IN-175,Washington County,55.125,114,1.838,53.3
IN-177,Wayne County,51.85,102,1.5068,50.3
IN-179,Wells County,50.975,98,1.1942,49.8
IN-181,White County,50.275,82,0.5329,49.7
IN-183,Whitley County,49.8417,89,0.8089,49
IA-001,Adair County,47.575,34,-0.8934,48.5
IA-003,Adams County,48.3583,40,-0.6834,49
IA-005,Allamakee County,44.9583,49,-0.3675,45.3
IA-007,Appanoose County,49.6167,39,-0.7101,50.3
IA-009,Audubon County,46.8833,39,-0.6917,47.6
IA-011,Benton County,45.7167,16,-1.5665,47.3
IA-013,Black Hawk County,45.7917,40,-0.7682,46.6
IA-015,Boone County,47.175,44,-0.565,47.7
IA-017,Bremer County,45.325,51,-0.3111,45.6
IA-019,Buchanan County,44.9917,27,-1.1409,46.1
IA-021,Buena Vista County,45.0833,37,-0.8432,45.9
IA-023,Butler County,45.4,44,-0.5897,46
IA-025,Calhoun County,46.1,38,-0.8028,46.9
IA-027,Carroll County,46.8917,50,-0.2183,47.1
IA-029,Cass County,48.1,41,-0.6343,48.7
IA-031,Cedar County,47.6917,43,-0.6293,48.3
IA-033,Cerro Gordo County,44.425,44,-0.5374,45
IA-035,Cherokee County,44.9417,27,-1.0993,46
IA-037,Chickasaw County,44.1583,40,-0.654,44.8
IA-039,Clarke County,49.0417,43,-0.5051,49.5
IA-041,Clay County,44.5833,43,-0.5613,45.1
IA-043,Clayton County,45.375,43,-0.5777,46
IA-045,Clinton County,48.4833,69,0.1187,48.4
IA-047,Crawford County,46.9417,51,-0.2389,47.2
IA-049,Dallas County,48.0167,35,-0.8297,48.8
IA-051,Davis County,49.95,46,-0.5182,50.5
IA-053,Decatur County,49.825,52,-0.1572,50
IA-055,Delaware County,45.7167,49,-0.3049,46
IA-057,Des Moines County,50.0583,47,-0.4336,50.5
IA-059,Dickinson County,43.4833,30,-0.986,44.5
IA-061,Dubuque County,46.2667,47,-0.398,46.7
IA-063,Emmet County,43.3167,27,-1.1905,44.5
IA-065,Fayette County,44.35,35,-0.8102,45.2
IA-067,Floyd County,44.5333,38,-0.754,45.3
IA-069,Franklin County,45.1917,50,-0.3277,45.5
IA-071,Fremont County,50.0917,37,-0.8497,50.9
IA-073,Greene County,47.075,46,-0.587,47.7
IA-075,Grundy County,46,43,-0.6058,46.6
IA-077,Guthrie County,47.5083,42,-0.6438,48.2
IA-079,Hamilton County,45.6833,32,-0.9829,46.7
IA-081,Hancock County,44.325,38,-0.7922,45.1
IA-083,Hardin County,45.95,48,-0.4888,46.4
IA-085,Harrison County,48.0833,41,-0.6699,48.8
IA-087,Henry County,48.8333,15,-1.437,50.3
IA-089,Howard County,43.15,42,-0.5696,43.7
IA-091,Humboldt County,45.15,24,-1.2066,46.4
IA-093,Ida County,45.9917,39,-0.6953,46.7
IA-095,Iowa County,47.675,41,-0.5317,48.2
IA-097,Jackson County,47.725,59,0.1217,47.6
IA-099,Jasper County,48.0333,45,-0.5743,48.6
IA-101,Jefferson County,48.6417,17,-1.3759,50
IA-103,Johnson County,47.7333,35,-0.7938,48.5
IA-105,Jones County,47.5,74,0.2896,47.2
IA-107,Keokuk County,48.6833,49,-0.3382,49
IA-109,Kossuth County,44.125,32,-1.0635,45.2
IA-111,Lee County,50.5667,33,-0.8177,51.4
IA-113,Linn County,46.425,35,-0.7947,47.2
IA-115,Louisa County,49.125,38,-0.7652,49.9
IA-117,Lucas County,48.9583,36,-0.86,49.8
IA-119,Lyon County,43.8917,25,-1.2411,45.1
IA-121,Madison County,48.2417,31,-1.0078,49.2
IA-123,Mahaska County,48.8667,47,-0.4656,49.3
IA-125,Marion County,48.7833,30,-1.0657,49.8
IA-127,Marshall County,46.875,43,-0.6078,47.5
IA-129,Mills County,49.675,45,-0.6308,50.3
IA-131,Mitchell County,43.5583,38,-0.7668,44.3
IA-133,Monona County,47.3083,39,-0.6822,48
IA-135,Monroe County,49.2667,37,-0.8533,50.1
IA-137,Montgomery County,49.175,45,-0.4838,49.7
IA-139,Muscatine County,48.3417,28,-1.012,49.4
IA-141,O'Brien County,44.2083,26,-1.1794,45.4
IA-143,Osceola County,43.175,24,-1.4258,44.6
IA-145,Page County,50,57,-0.2624,50.3
IA-147,Palo Alto County,44.6167,39,-0.6775,45.3
IA-149,Plymouth County,45.5667,33,-0.9319,46.5
IA-151,Pocahontas County,45.1417,23,-1.1641,46.3
IA-153,Polk County,48.2667,38,-0.9148,49.2
IA-155,Pottawattamie County,48.825,46,-0.5547,49.4
IA-157,Poweshiek County,47.6833,49,-0.3331,48
IA-159,Ringgold County,49.45,54,-0.0966,49.5
IA-161,Sac County,46.1333,46,-0.4384,46.6
IA-163,Scott County,48.6583,54,-0.2148,48.9
IA-165,Shelby County,47.35,43,-0.6447,48
IA-167,Sioux County,44.5417,24,-1.3083,45.9
IA-169,Story County,47.0833,44,-0.6095,47.7
IA-171,Tama County,46.4083,37,-0.84,47.2
IA-173,Taylor County,49.375,56,-0.169,49.5
IA-175,Union County,48.3583,42,-0.6723,49
IA-177,Van Buren County,49.2667,16,-1.5666,50.8
IA-179,Wapello County,49.6333,46,-0.3863,50
IA-181,Warren County,48.8667,28,-1.0833,50
IA-183,Washington County,48.5833,39,-0.5723,49.2
IA-185,Wayne County,49.2167,35,-0.7847,50
IA-187,Webster County,45.7583,25,-1.0913,46.8
IA-189,Winnebago County,43.475,32,-1.0849,44.6
IA-191,Winneshiek County,43.8917,53,-0.363,44.3
IA-193,Woodbury County,46.5583,38,-0.7307,47.3
IA-195,Worth County,43.3667,32,-1.0392,44.4
IA-197,Wright County,44.9417,34,-0.9205,45.9
KS-001,Allen County,55.4917,45,-0.4883,56
KS-003,Anderson County,54.95,43,-0.3343,55.3
KS-005,Atchison County,52.8167,52,-0.1921,53
KS-007,Barber County,56.525,58,-0.0471,56.6
KS-009,Barton County,53.15,20,-1.1858,54.3
KS-011,Bourbon County,55.6667,45,-0.4506,56.1
KS-013,Brown County,52.05,53,-0.1722,52.2
KS-015,Butler County,55.6417,61,0.0096,55.6
KS-017,Chase County,53.9583,41,-0.6371,54.6
KS-019,Chautauqua County,56.775,42,-0.6112,57.4
KS-021,Cherokee County,57.3333,50,-0.141,57.5
KS-023,Cheyenne County,50.675,60,-0.0666,50.7
KS-025,Clark County,56.2083,50,-0.3036,56.5
KS-027,Clay County,53.3583,57,-0.2313,53.6
KS-029,Cloud County,52.7833,49,-0.4192,53.2
KS-031,Coffey County,54.8167,49,-0.2206,55
KS-033,Comanche County,56.625,70,0.1802,56.4
KS-035,Cowley County,56.275,44,-0.5707,56.8
KS-037,Crawford County,56.4583,54,-0.2398,56.7
KS-039,Decatur County,50.8583,46,-0.4697,51.3
KS-041,Dickinson County,54.2917,69,-0.0078,54.3
KS-043,Doniphan County,52.4667,46,-0.4887,53
KS-045,Douglas County,54.4417,62,0.0142,54.4
KS-047,Edwards County,54.3833,47,-0.3742,54.8
KS-049,Elk County,55.8833,44,-0.558,56.4
KS-051,Ellis County,52.8583,34,-0.6382,53.5
KS-053,Ellsworth County,54,50,-0.4455,54.4
KS-055,Finney County,53.5,62,0.0638,53.4
KS-057,Ford County,54.6,58,-0.1418,54.7
KS-059,Franklin County,54.7333,60,-0.0662,54.8
KS-061,Geary County,53.8583,57,-0.1006,54
KS-063,Gove County,52.175,43,-0.5086,52.7
KS-065,Graham County,51.9667,35,-0.7333,52.7
KS-067,Grant County,54.2333,49,-0.2039,54.4
KS-069,Gray County,54,57,-0.1621,54.2
KS-071,Greeley County,51.6833,53,-0.1114,51.8
KS-073,Greenwood County,55.1167,49,-0.3572,55.5
KS-075,Hamilton County,53,36,-0.4637,53.5
KS-077,Harper County,56.7667,48,-0.3253,57.1
KS-079,Harvey County,55.6583,74,0.2426,55.4
KS-081,Haskell County,54.2667,61,-0.0566,54.3
KS-083,Hodgeman County,54.225,52,-0.2453,54.5
KS-085,Jackson County,52.6917,56,-0.2101,52.9
KS-087,Jefferson County,53.7083,64,0.0948,53.6
KS-089,Jewell County,51.7,54,-0.3065,52
KS-091,Johnson County,54.1917,58,-0.0567,54.2
KS-093,Kearny County,53.3583,59,-0.0318,53.4
KS-095,Kingman County,55.5417,40,-0.6017,56.1
KS-097,Kiowa County,55.1667,59,-0.1987,55.4
KS-099,Labette County,57.175,46,-0.397,57.6
KS-101,Lane County,52.7583,53,-0.1464,52.9
KS-103,Leavenworth County,54.1,72,0.231,53.9
KS-105,Lincoln County,53.475,50,-0.3509,53.8
KS-107,Linn County,55.35,57,-0.1559,55.5
KS-109,Logan County,52.0583,58,-0.1905,52.2
KS-111,Lyon County,54.0833,54,-0.2949,54.4
KS-113,McPherson County,54.8917,74,0.1682,54.7
KS-115,Marion County,54.5917,62,-0.0439,54.6
KS-117,Marshall County,51.3,31,-1.014,52.3
KS-119,Meade County,55.4583,42,-0.4524,55.9
KS-121,Miami County,54.6333,55,-0.1065,54.7
KS-123,Mitchell County,52.375,37,-0.7358,53.1
KS-125,Montgomery County,57.325,47,-0.4506,57.8
KS-127,Morris County,53.625,57,-0.1804,53.8
KS-129,Morton County,54.825,52,-0.1887,55
KS-131,Nemaha County,51.2333,35,-0.7617,52
KS-133,Neosho County,56.1333,40,-0.6362,56.8
KS-135,Ness County,53.3333,34,-0.6003,53.9
KS-137,Norton County,50.8083,35,-0.8417,51.7
KS-139,Osage County,54.5917,72,0.2852,54.3
KS-141,Osborne County,52.3333,34,-0.797,53.1
KS-143,Ottawa County,53.9,69,0.0285,53.9
KS-145,Pawnee County,53.5167,23,-0.9183,54.4
KS-147,Phillips County,51.3917,31,-0.8327,52.2
KS-149,Pottawatomie County,52.75,51,-0.4677,53.2
KS-151,Pratt County,54.8917,44,-0.516,55.4
KS-153,Rawlins County,50.6583,51,-0.3977,51.1
KS-155,Reno County,54.9583,44,-0.5929,55.6
KS-157,Republic County,51.775,55,-0.2728,52
KS-159,Rice County,54.1667,42,-0.6663,54.8
KS-161,Riley County,53.3583,58,-0.2297,53.6
KS-163,Rooks County,52.2333,31,-0.855,53.1
KS-165,Rush County,53.0917,29,-0.8871,54
KS-167,Russell County,53.4333,43,-0.4563,53.9
KS-169,Saline County,54.6583,72,0.1417,54.5
KS-171,Scott County,52.6583,64,0.0347,52.6
KS-173,Sedgwick County,56.3917,71,0.1258,56.3
KS-175,Seward County,55.2667,56,-0.1653,55.4
KS-177,Shawnee County,54.2333,70,0.2706,54
KS-179,Sheridan County,51.7167,55,-0.1527,51.9
KS-181,Sherman County,50.9667,72,0.4092,50.6
KS-183,Smith County,51.4083,34,-0.7864,52.2
KS-185,Stafford County,53.775,25,-1.0627,54.8
KS-187,Stanton County,54.0333,40,-0.3782,54.4
KS-189,Stevens County,55.1,61,0.0308,55.1
KS-191,Sumner County,57,58,-0.1631,57.2
KS-193,Thomas County,51.1333,56,-0.0827,51.2
KS-195,Trego County,52.4333,29,-0.7942,53.2
KS-197,Wabaunsee County,53.7,63,-0.019,53.7
KS-199,Wallace County,51.5417,59,0.1264,51.4
KS-201,Washington County,51.6333,39,-0.6614,52.3
KS-203,Wichita County,52.2167,55,-0.0923,52.3
KS-205,Wilson County,56.4417,44,-0.4729,56.9
KS-207,Woodson County,55.475,47,-0.407,55.9
KS-209,Wyandotte County,54.3583,71,0.2388,54.1
KY-001,Adair County,58.8917,128,3.2683,55.6
KY-003,Allen County,58.8083,115,1.6063,57.2
KY-005,Anderson County,57.05,122,2.4683,54.6
KY-007,Ballard County,58.6917,109,1.5258,57.2
KY-009,Barren County,58.3917,115,1.5754,56.8
KY-011,Bath County,55.95,108,1.5395,54.4
KY-013,Bell County,56.1917,116,1.5634,54.6
KY-015,Boone County,55.8917,123,2.5342,53.4
KY-017,Bourbon County,56.225,122,2.2992,53.9
KY-019,Boyd County,56.775,124,2.6684,54.1
KY-021,Boyle County,56.625,118,1.9357,54.7
KY-023,Bracken County,55.475,118,2.0315,53.4
KY-025,Breathitt County,57.4917,120,1.9092,55.6
KY-027,Breckinridge County,56.675,105,1.3088,55.4
KY-029,Bullitt County,57.4833,120,2.0516,55.4
KY-031,Butler County,58.35,113,1.6155,56.7
KY-033,Caldwell County,58.3667,102,1.2457,57.1
KY-035,Calloway County,58.8583,99,0.9833,57.9
KY-037,Campbell County,55.9167,121,2.2758,53.6
KY-039,Carlisle County,58.8583,107,1.4016,57.5
KY-041,Carroll County,56.8917,123,2.7298,54.2
KY-043,Carter County,55.8083,122,2.2172,53.6
KY-045,Casey County,57.5917,127,2.8069,54.8
KY-047,Christian County,59.4583,122,2.1577,57.3
KY-049,Clark County,56.7,123,2.2619,54.4
KY-051,Clay County,57.575,125,2.2687,55.3
KY-053,Clinton County,59.3833,128,3.4816,55.9
KY-055,Crittenden County,57.7667,97,1.0035,56.8
KY-057,Cumberland County,59.6167,127,2.9902,56.6
KY-059,Daviess County,57.1917,90,0.9607,56.2
KY-061,Edmonson County,58.5167,119,2.0027,56.5
KY-063,Elliott County,55.9167,118,1.924,54
KY-065,Estill County,57.325,120,1.9424,55.4
KY-067,Fayette County,56.7167,123,2.6341,54.1
KY-069,Fleming County,55.3583,109,1.4965,53.9
KY-071,Floyd County,57.875,126,2.2283,55.6
KY-073,Franklin County,57.25,123,2.7666,54.5
KY-075,Fulton County,58.95,89,0.7488,58.2
KY-077,Gallatin County,56.775,123,2.7825,54
KY-079,Garrard County,57.1333,121,2.1804,55
KY-081,Grant County,56.25,123,2.5592,53.7
KY-083,Graves County,58.8,98,1.1941,57.6
KY-085,Grayson County,57.5583,118,1.9068,55.7
KY-087,Green County,58.3583,124,2.3862,56
KY-089,Greenup County,56.05,123,2.589,53.5
KY-091,Hancock County,56.4167,82,0.5283,55.9
KY-093,Hardin County,57.025,117,1.8392,55.2
KY-095,Harlan County,55.1,117,1.5808,53.5
KY-097,Harrison County,56.0917,120,2.227,53.9
KY-099,Hart County,58.0333,118,1.9709,56.1
KY-101,Henderson County,57.2083,83,0.7474,56.5
KY-103,Henry County,56.85,123,2.7618,54.1
KY-105,Hickman County,58.825,95,1.0293,57.8
KY-107,Hopkins County,58.75,116,1.7025,57
KY-109,Jackson County,56.9,125,2.2232,54.7
KY-111,Jefferson County,57.7417,121,2.4503,55.3
KY-113,Jessamine County,57.0917,123,2.5336,54.6
KY-115,Johnson County,57.2583,125,2.3627,54.9
KY-117,Kenton County,55.8083,122,2.4272,53.4
KY-119,Knott County,57.075,124,2.0419,55
KY-121,Knox County,57.55,127,2.2283,55.3
KY-123,Larue County,57.1333,115,1.7768,55.4
KY-125,Laurel County,57.6667,127,2.5896,55.1
KY-127,Lawrence County,57.0417,124,2.596,54.4
KY-129,Lee County,57.3833,118,1.735,55.6
KY-131,Leslie County,56.9083,124,1.9659,54.9
KY-133,Letcher County,56.25,125,1.9873,54.3
KY-135,Lewis County,55.2167,116,1.8033,53.4
KY-137,Lincoln County,57,126,2.3638,54.6
KY-139,Livingston County,58.15,95,1.1029,57
KY-141,Logan County,58.725,110,1.4991,57.2
KY-143,Lyon County,58.5417,98,1.0708,57.5
KY-145,McCracken County,58.7833,109,1.5947,57.2
KY-147,McCreary County,58.0667,128,2.9334,55.1
KY-149,McLean County,58.1167,107,1.4776,56.6
KY-151,Madison County,57.2667,124,2.1984,55.1
KY-153,Magoffin County,57.05,123,2.0807,55
KY-155,Marion County,57.2,120,1.977,55.2
KY-157,Marshall County,58.8833,101,1.1481,57.7
KY-159,Martin County,57.7667,125,2.4228,55.3
KY-161,Mason County,55.1583,115,1.8078,53.4
KY-163,Meade County,56.4917,107,1.422,55.1
KY-165,Menifee County,55.9417,105,1.4182,54.5
KY-167,Mercer County,56.9333,120,2.2348,54.7
KY-169,Metcalfe County,58.15,121,2.1065,56
KY-171,Monroe County,58.4583,116,1.7438,56.7
KY-173,Montgomery County,56.2917,120,2.0563,54.2
KY-175,Morgan County,56.275,112,1.658,54.6
KY-177,Muhlenberg County,58.3917,107,1.4252,57
KY-179,Nelson County,57.2083,119,1.9067,55.3
KY-181,Nicholas County,55.7917,118,1.9744,53.8
KY-183,Ohio County,57.725,107,1.486,56.2
KY-185,Oldham County,56.8917,122,2.5477,54.3
KY-187,Owen County,56.7583,123,2.7367,54
KY-189,Owsley County,57.6417,122,1.9942,55.6
KY-191,Pendleton County,56.05,120,2.2686,53.8
KY-193,Perry County,57.1833,120,1.8986,55.3
KY-195,Pike County,57.7833,126,2.2993,55.5
KY-197,Powell County,56.775,114,1.7194,55.1
KY-199,Pulaski County,58.4417,128,3.2228,55.2
KY-201,Robertson County,55.6,117,1.968,53.6
KY-203,Rockcastle County,57.2583,126,2.4872,54.8
KY-205,Rowan County,55.1583,99,1.0875,54.1
KY-207,Russell County,59.075,128,3.5292,55.5
KY-209,Scott County,56.6167,123,2.6476,54
KY-211,Shelby County,56.8167,123,2.558,54.3
KY-213,Simpson County,58.975,115,1.7488,57.2
KY-215,Spencer County,57.1583,122,2.2612,54.9
KY-217,Taylor County,57.9167,124,2.5231,55.4
KY-219,Todd County,59.2333,121,2.0456,57.2
KY-221,Trigg County,59.1,112,1.4946,57.6
KY-223,Trimble County,56.6083,123,2.5792,54
KY-225,Union County,57.175,83,0.5437,56.6
KY-227,Warren County,59.1,120,1.9363,57.2
KY-229,Washington County,56.9083,119,1.9684,54.9
KY-231,Wayne County,58.9917,128,3.5508,55.4
KY-233,Webster County,57.9167,97,1.1339,56.8
KY-235,Whitley County,57.75,127,2.3237,55.4
KY-237,Wolfe County,56.6833,116,1.6203,55.1
KY-239,Woodford County,57.175,124,2.764,54.4
LA-001,Acadia Parish,68.6,95,0.5979,68
LA-003,Allen Parish,67.5417,78,0.3535,67.2
LA-005,Ascension Parish,69.3833,118,1.7948,67.6
LA-007,Assumption Parish,70.05,118,2.0308,68
LA-009,Avoyelles Parish,67.3333,100,0.6611,66.7
LA-011,Beauregard Parish,67.5667,99,0.8368,66.7
LA-013,Bienville Parish,65.925,116,1.8851,64
LA-015,Bossier Parish,66.0583,115,1.7493,64.3
LA-017,Caddo Parish,66.05,106,1.3281,64.7
LA-019,Calcasieu Parish,68.7833,109,1.0451,67.7
LA-021,Caldwell Parish,65.7333,99,0.9451,64.8
LA-023,Cameron Parish,69.6667,115,1.236,68.4
LA-025,Catahoula Parish,66.225,87,0.4854,65.7
LA-027,Claiborne Parish,64.6333,105,1.1311,63.5
LA-029,Concordia Parish,66.5917,90,0.5517,66
LA-031,De Soto Parish,65.9333,101,1.0624,64.9
LA-033,East Baton Rouge Parish,68.925,118,1.8388,67.1
LA-035,East Carroll Parish,65.7333,113,1.6188,64.1
LA-037,East Feliciana Parish,68.2417,120,1.9709,66.3
LA-039,Evangeline Parish,67.7,88,0.5143,67.2
LA-041,Franklin Parish,65.425,80,0.3958,65
LA-043,Grant Parish,66.2333,89,0.5929,65.6
LA-045,Iberia Parish,69.475,115,1.3355,68.1
LA-047,Iberville Parish,69.2417,117,1.6487,67.6
LA-049,Jackson Parish,65.7417,117,1.8408,63.9
LA-051,Jefferson Parish,70.5083,117,1.7673,68.7
LA-053,Jefferson Davis Parish,68.6333,82,0.4788,68.2
LA-055,Lafayette Parish,69.0083,112,1.1412,67.9
LA-057,Lafourche Parish,70.9083,119,2.0717,68.8
LA-059,La Salle Parish,66.3333,95,0.7803,65.6
LA-061,Lincoln Parish,65.4667,121,1.9143,63.6
LA-063,Livingston Parish,68.9167,117,1.8175,67.1
LA-065,Madison Parish,65.5417,96,0.8841,64.7
LA-067,Morehouse Parish,65.4417,114,1.6218,63.8
LA-069,Natchitoches Parish,66.3833,106,1.0054,65.4
LA-071,Orleans Parish,69.9917,119,1.918,68.1
LA-073,Ouachita Parish,65.3833,108,1.1916,64.2
LA-075,Plaquemines Parish,70.6167,116,1.6823,68.9
LA-077,Pointe Coupee Parish,68.7,117,1.5993,67.1
LA-079,Rapides Parish,67.0167,99,0.7023,66.3
LA-081,Red River Parish,66.5083,116,1.7705,64.7
LA-083,Richland Parish,65.3833,96,0.8237,64.6
LA-085,Sabine Parish,66.1,102,0.9748,65.1
LA-087,St. Bernard Parish,69.975,118,1.7865,68.2
LA-089,St. Charles Parish,70.4417,118,1.9951,68.4
LA-091,St. Helena Parish,68.1083,121,2.1461,66
LA-093,St. James Parish,69.8917,118,1.966,67.9
LA-095,St. John the Baptist Parish,69.925,118,2.0144,67.9
LA-097,St. Landry Parish,68.3167,111,0.9965,67.3
LA-099,St. Martin Parish,69.3583,117,1.5302,67.8
LA-101,St. Mary Parish,70.25,118,2.0177,68.2
LA-103,St. Tammany Parish,68.9,121,2.0928,66.8
LA-105,Tangipahoa Parish,68.5333,121,2.1088,66.4
LA-107,Tensas Parish,65.3667,68,0.0829,65.3
LA-109,Terrebonne Parish,71.2583,125,2.3997,68.9
LA-111,Union Parish,65.2583,118,1.6658,63.6
LA-113,Vermilion Parish,69.4083,110,0.9974,68.4
LA-115,Vernon Parish,66.75,103,0.976,65.8
LA-117,Washington Parish,67.8,119,1.9045,65.9
LA-119,Webster Parish,65.5667,112,1.5336,64
LA-121,West Baton Rouge Parish,69.1417,118,1.7493,67.4
LA-123,West Carroll Parish,65.5667,114,1.5758,64
LA-125,West Feliciana Parish,68.3667,121,1.7789,66.6
LA-127,Winn Parish,66.0417,113,1.2312,64.8
ME-001,Androscoggin County,44.0167,90,0.9057,43.1
ME-003,Aroostook County,37.9667,64,0.2331,37.7
ME-005,Cumberland County,44.8333,93,0.9526,43.9
ME-007,Franklin County,38.7583,70,0.3783,38.4
ME-009,Hancock County,43.7583,86,0.7952,43
ME-011,Kennebec County,43.9167,92,0.9608,43
ME-013,Knox County,44.0917,86,0.7721,43.3
ME-015,Lincoln County,44.6333,94,1.0484,43.6
ME-017,Oxford County,41.175,85,0.7636,40.4
ME-019,Penobscot County,41.7917,81,0.6778,41.1
ME-021,Piscataquis County,38.8167,73,0.4784,38.3
ME-023,Sagadahoc County,44.9167,93,1.0295,43.9
ME-025,Somerset County,38.8667,70,0.292,38.6
ME-027,Waldo County,43.4917,87,0.808,42.7
ME-029,Washington County,43.2083,94,1.1442,42.1
ME-031,York County,45.3,83,0.6414,44.7
MD-001,Allegany County,53.0917,114,1.815,51.3
MD-003,Anne Arundel County,58.0833,119,2.7294,55.4
MD-005,Baltimore County,55.575,118,2.5873,53
MD-009,Calvert County,58.525,125,2.9464,55.6
MD-011,Caroline County,57.6667,124,3.0651,54.6
MD-013,Carroll County,54.1917,118,2.4109,51.8
MD-015,Cecil County,55.8833,117,2.5782,53.3
MD-017,Charles County,58.9917,125,3.3215,55.7
MD-019,Dorchester County,58.8417,126,3.2332,55.6
MD-021,Frederick County,54.7417,116,2.3357,52.4
MD-023,Garrett County,49.725,121,2.5076,47.2
MD-025,Harford County,55.725,118,2.4753,53.2
MD-027,Howard County,55.6583,118,2.7571,52.9
MD-029,Kent County,56.8,116,2.2305,54.6
MD-031,Montgomery County,56.3333,120,2.8924,53.4
MD-033,Prince George's County,57.875,123,2.9211,55
MD-035,Queen Anne's County,57.1917,117,2.4996,54.7
MD-037,St. Mary's County,58.9667,126,2.9989,56
MD-039,Somerset County,59.6667,126,3.5696,56.1
MD-041,Talbot County,58.1917,122,2.6997,55.5
MD-043,Washington County,54.4,117,2.2911,52.1
MD-045,Wicomico County,59.0333,126,3.6723,55.4
MD-047,Worcester County,59.3833,127,3.7783,55.6
MD-510,Baltimore City,57.4833,116,2.7259,54.8
MD-511,"Washington, D.C.",58.0833,124,2.9932,55.1
MA-001,Barnstable County,50.8417,108,1.9233,48.9
MA-003,Berkshire County,45.2583,98,1.1564,44.1
MA-005,Bristol County,50.75,107,1.72,49
MA-007,Dukes County,51.1667,106,1.7735,49.4
MA-009,Essex County,48.7417,98,1.2449,47.5
MA-011,Franklin County,47.05,106,1.7215,45.3
MA-013,Hampden County,48.1667,103,1.3138,46.9
MA-015,Hampshire County,47.4417,96,1.1004,46.3
MA-017,Middlesex County,49.5,110,1.8945,47.6
MA-019,Nantucket County,50.7417,108,2.1342,48.6
MA-021,Norfolk County,50.4667,110,2.2112,48.3
MA-023,Plymouth County,50.7333,106,1.8348,48.9
MA-025,Suffolk County,50.8333,109,2.2867,48.5
MA-027,Worcester County,47.9083,107,1.698,46.2
MI-001,Alcona County,42.4833,57,0.0563,42.4
MI-003,Alger County,39.4917,39,-0.6399,40.1
MI-005,Allegan County,48.35,83,0.6458,47.7
MI-007,Alpena County,42.5,61,0.194,42.3
MI-009,Antrim County,42.7417,53,0.0175,42.7
MI-011,Arenac County,45.0167,83,0.6137,44.4
